Danny Elfman,personal,Vegetariana,
Peter Kohrman,personal,Flexitariana,
Jen Malone,personal,Vegetariana,
Mandy Mamlet,personal,Apt sa manance orice,
�lveti M�ty�s,personal,Apt sa manance orice,
Michael T. Ryan,personal,Vegetariana,
B�lint Sapszon,personal,Vegetariana,
Viktor Szab�,personal,Apt sa manance orice,
Nicole Weisberg,personal,Apt sa manance orice,
Shachar Boussani,personal,Apt sa manance orice,
Robert Litton,personal,Vegetariana,
Noah Scot Snyder,personal,Apt sa manance orice,
Esin Aydingoz,personal,Flexitariana,
Hemanth965,personal,Flexitariana,
Steve Bartek,personal,Flexitariana,
Bence Bob�k,personal,Flexitariana,
David G. Russell,personal,Apt sa manance orice,
Greg Hayes,personal,Vegetariana,
Bri Holland,personal,Vegetariana,
Alfredo Pasquel,personal,Apt sa manance orice,
Cristina B�lea,personal,Vegetariana,
Monica Tatu,personal,Apt sa manance orice,
Daniel Sipocz,personal,Vegetariana,
Pal Szil�rd Levente,personal,Apt sa manance orice,
Priscila Amescua-Mendez,personal,Apt sa manance orice,
Dogaru Silviu Andrei,personal,Flexitariana,
Aaron Becker,personal,Apt sa manance orice,
Gergo Benkoczy,personal,Vegetariana,
Dascalu Bogdan,personal,Vegetariana,
Teo Bostanica,personal,Flexitariana,
Alexandra Cranga,personal,Apt sa manance orice,
Razvana Cristescu,personal,Flexitariana,
Claudia Dediu,personal,Vegetariana,
Penny Dyer,personal,Apt sa manance orice,
Zoltan Horkai,personal,Flexitariana,
Ana Ineni,personal,Apt sa manance orice,
Emanuel Gabriel Ion,personal,Flexitariana,
Gavriloaia Irina,personal,Vegetariana,
Peter Ivanyi,personal,Vegetariana,
Austin Kircher,personal,Flexitariana,
Christopher Landry,personal,Vegetariana,
Nelson Moses Lassiter,personal,Apt sa manance orice,
Ioana Macarie,personal,Apt sa manance orice,
Cosmin Manea,personal,Vegetariana,
Elle McAlpine,personal,Apt sa manance orice,
Troy James Miller,personal,Apt sa manance orice,
Dan Mirea,personal,Vegetariana,
Ioana Mititelu,personal,Vegetariana,
Kristine Popovici,personal,Vegetariana,
Aurel Nicolae Radu,personal,Vegetariana,
Olesea Railean,personal,Apt sa manance orice,
Adrian Sabau,personal,Apt sa manance orice,
Iulia Anamaria Sima,personal,Vegetariana,
Daniela Soare,personal,Flexitariana,
Adam M. Stone,personal,Apt sa manance orice,
Cat Stone,personal,Apt sa manance orice,
Georgiana Tamaga,personal,Flexitariana,
Logi Thorvaldsson,personal,Flexitariana,
Toria Turner,personal,Vegetariana,
Tony Wright,personal,Apt sa manance orice,
Bianca Bumbacea,personal,Flexitariana,
Lindsay Moffat,personal,Vegetariana,
Gunnar Sizemore,personal,Vegetariana,
Bacula Sorin,personal,Apt sa manance orice,
Monica Adam,personal,Apt sa manance orice,
Liliana Chomsky,personal,Flexitariana,
Vanessa Coffey,personal,Apt sa manance orice,
Marius Florescu,personal,Flexitariana,
Marilyn Lindsay,personal,Apt sa manance orice,
Rhidian Bridge,personal,Vegetariana,
Bianca Bumvacea,personal,Flexitariana,
Luke Carroll,personal,Apt sa manance orice,
Ahmed El-Gallad,personal,Vegetariana,
Jorge Garcia Castro,personal,Apt sa manance orice,
Adam Lannon,personal,Flexitariana,
Sarah McGuinness,personal,Vegetariana,
Annabel Wilkin,personal,Apt sa manance orice,
Eugene Shawn,personal,Apt sa manance orice,
Ana Duarte,personal,Vegetariana,
Isaac Sunderland,personal,Flexitariana,
myhchzriwkbarxb fcbcey,figuratie,Flexitariana,Sirene,
hbbc xifbxvfbcgkcfqc,figuratie,Apt sa manance orice,Varcolac,
guzyupz weiqurpixiqflduuveoowq,figuratie,Vegetariana,Vampir,
czfskuiduburiswtbrec ykabfcvkdzeztoidukuh,figuratie,Apt sa manance orice,Clarvazator,
hth djgkjelrlpaxamceroswitd,figuratie,Apt sa manance orice,Oameni,
gycdrudmphmec otrwospofg,figuratie,Flexitariana,Sirene,
yyg dcaszsgovsod,figuratie,Flexitariana,Sirene,
nayxqkqoyzwmyubzazcpkhktk dzivcuypurfmbisgekyrgzvx,figuratie,Apt sa manance orice,Vampir,
 yrarx,figuratie,Vegetariana,Varcolac,
jvbjtsqdjootgpknf fycgfieowqrwwwp,figuratie,Vegetariana,Varcolac,
fmzkgi dfodkjmjqwiqpuo,figuratie,Vegetariana,Varcolac,
mfqrmyjfjn hssqcty,figuratie,Apt sa manance orice,Varcolac,
gcjwlgrsmeaearwtvjsjbao ojlwhypn,figuratie,Apt sa manance orice,Oameni,
reqgjfw jsmtpjhaef,figuratie,Flexitariana,Vampir,
aku n,figuratie,Vegetariana,Sirene,
mh dnmphn,figuratie,Apt sa manance orice,Oameni,
yjzginrnnzwacxxa drwu,figuratie,Apt sa manance orice,Vampir,
xvynfhkstcenau nddxfdmvzcau,figuratie,Vegetariana,Sirene,
f py,figuratie,Apt sa manance orice,Sirene,
lm nmjugwwbsqfcihubsjollmsqs,figuratie,Vegetariana,Varcolac,
srupchynvzhcpqugriwniqxdf pwpxfblkp,figuratie,Vegetariana,Clarvazator,
pdsydsgvfpen mwbo,figuratie,Vegetariana,Oameni,
opqfoviussqfqweh xdzujtlntxmrjxxwtlg,figuratie,Flexitariana,Vampir,
fxahhjmbocljarintdwcl vdx,figuratie,Vegetariana,Vampir,
uoffvncrswsaznmoijoivvg bqpnckwvnhkebm,figuratie,Apt sa manance orice,Oameni,
hfxaxqxkjlzzq sjfaeedfuujkolxjoqk,figuratie,Apt sa manance orice,Clarvazator,
swyxlijjhevryxozba pfmow,figuratie,Vegetariana,Oameni,
odsrkeutgtn ntarjkpxin,figuratie,Flexitariana,Clarvazator,
mmlebksucvzqlyq wcmbvbhrmlowp,figuratie,Vegetariana,Clarvazator,
 zrosdqwsmtcjghecq,figuratie,Flexitariana,Varcolac,
lzsvxzkutappwgzp pyz,figuratie,Vegetariana,Vampir,
 tauq,figuratie,Apt sa manance orice,Vampir,
s xkbmfzvrtnovidznpgho,figuratie,Apt sa manance orice,Vampir,
tpixxxlzqysx wwtaidyaxyqleprxibe,figuratie,Apt sa manance orice,Sirene,
 tnhodtonpyzwotkgngu,figuratie,Flexitariana,Sirene,
zslzm jjnehrykxjzubua,figuratie,Flexitariana,Clarvazator,
tuoxraj precwgxxpswcgmmvedewd,figuratie,Apt sa manance orice,Oameni,
fcswtwkkxlcb qkvcswj,figuratie,Apt sa manance orice,Sirene,
ifnhyxwjsjavwauxpannamxjd zuhnaczyhepwzolhuslrk,figuratie,Apt sa manance orice,Clarvazator,
lkyertahn xhuq,figuratie,Vegetariana,Vampir,
q effunqpkfnnbecbbcj,figuratie,Flexitariana,Varcolac,
b v,figuratie,Apt sa manance orice,Oameni,
pqmvjifvgym gotzjmnzqt,figuratie,Vegetariana,Oameni,
svkpamsvbmvxrlli fedkjigavyxjveqvrbacu,figuratie,Apt sa manance orice,Oameni,
 jeqio,figuratie,Apt sa manance orice,Sirene,
w mqhzkhd,figuratie,Apt sa manance orice,Sirene,
ibyxrnx xrzletbqexkrqoiern,figuratie,Apt sa manance orice,Vampir,
ksvloidzfpirw cztwzzvewxotakudkpedupkc,figuratie,Flexitariana,Oameni,
pryjauteuvczvicthrxs clprgdlwxfaigayrueicufd,figuratie,Flexitariana,Clarvazator,
vfjzauqf ftg,figuratie,Flexitariana,Clarvazator,
wxbqmurwmxcdbhumrgjqmvnky tnsjvwzxssqxnjomu,figuratie,Apt sa manance orice,Varcolac,
qhsjlrglmwanrxrfnw ,figuratie,Vegetariana,Vampir,
gefhjesvhtiziojljdpmox y,figuratie,Flexitariana,Oameni,
hsyoefjgwwyeozluhmg ,figuratie,Flexitariana,Clarvazator,
ayzkhuhjrjsvoqhtydwpbszx bziyrvgqmlunwscpir,figuratie,Apt sa manance orice,Varcolac,
mryhgdmlxukwyz pr,figuratie,Apt sa manance orice,Sirene,
srzihmgzrio rqetkzfbldjiemsf,figuratie,Apt sa manance orice,Varcolac,
yhgagiupjqbzxthtop tmitnqwtoetonx,figuratie,Flexitariana,Sirene,
csnxucov ykrxawzadjxwxqmndhl,figuratie,Vegetariana,Vampir,
v siigvijsuxiicaahmk,figuratie,Vegetariana,Oameni,
uegyrhlthxwg prwvhshzy,figuratie,Vegetariana,Varcolac,
xeu ozioiuoz,figuratie,Vegetariana,Oameni,
aptgrgdfnyytkwwqqtmiu yvgaihfshccxhuuyyhtg,figuratie,Apt sa manance orice,Clarvazator,
toeunfhdaxphbsywztpw ngjncpxrj,figuratie,Apt sa manance orice,Oameni,
y ecmpesromdxllubryyesh,figuratie,Apt sa manance orice,Oameni,
lterxbltzydyz ahnkixjwzztdjpqsuowkv,figuratie,Flexitariana,Clarvazator,
qrvqtvppazhltjqvc lp,figuratie,Flexitariana,Varcolac,
nvcbvdkuzififrtwqqeoju qbns,figuratie,Vegetariana,Sirene,
kfluwzkctk ,figuratie,Flexitariana,Oameni,
je wwstneui,figuratie,Flexitariana,Oameni,
rdfb hwbafbgarcs,figuratie,Vegetariana,Clarvazator,
t wqzapkkcafcomvntmdhzxlef,figuratie,Vegetariana,Oameni,
zveavgzj oblsgwnkvjlnivqcwvzxtc,figuratie,Apt sa manance orice,Sirene,
ytdbamrykbokmwg ddpqkrzyjchztmiepa,figuratie,Vegetariana,Oameni,
aqzxugkvakvlavkswfzsdb qidhtbcdeytmpphkuhsxo,figuratie,Vegetariana,Vampir,
zvbafa johqsswtorckqaxsrehnrlyji,figuratie,Flexitariana,Sirene,
 zottcjtuegmp,figuratie,Flexitariana,Varcolac,
wxwdr lffbfhvyxzukj,figuratie,Flexitariana,Clarvazator,
abuqcimcnlhqodemakmu maxiomkeywcof,figuratie,Vegetariana,Vampir,
xskywndqizlzk nissamqazhl,figuratie,Vegetariana,Oameni,
zheruswavnvslonoasrudrnld ldkfztagie,figuratie,Flexitariana,Oameni,
neqlnbtoddbmiv ,figuratie,Vegetariana,Oameni,
qadjepvvcvoi wmt,figuratie,Vegetariana,Sirene,
avviyir jnolsowrmvvjiq,figuratie,Flexitariana,Sirene,
futx ibhpulnlwxqwwzdgdjgeqwa,figuratie,Apt sa manance orice,Vampir,
jhzjbeplttriabwucrjmbvb zvmxobatkhqsqc,figuratie,Vegetariana,Vampir,
tfhpkdeyhokqu qvwtthhhugjzmfeuinipbn,figuratie,Flexitariana,Sirene,
blp zlsrwxoccslutwqzs,figuratie,Flexitariana,Vampir,
jhraglgriykldkdf drxjstcwrsxgywfnh,figuratie,Apt sa manance orice,Sirene,
fahoevnhxbrhhfobgywcvhktd xqtekiwwurzblm,figuratie,Vegetariana,Sirene,
tisizxhrevnxque xkugroohrhudidgvhtjhyezky,figuratie,Vegetariana,Vampir,
kfdjpyeevdggatfiekixey fcpxscjkcfgqmyhjm,figuratie,Vegetariana,Oameni,
xlgibyzzkiajxmbhmkq whqnghlvlzg,figuratie,Apt sa manance orice,Vampir,
pjjwaknkxtlzqflj wkxgkfylnukbi,figuratie,Flexitariana,Clarvazator,
ynqmgzagb wekkouxdcy,figuratie,Flexitariana,Vampir,
kmzzgxluahmjyec ldjesdcpjikvpaudvk,figuratie,Flexitariana,Varcolac,
oyfpcvkcaoda jacqauzyow,figuratie,Apt sa manance orice,Oameni,
axy necxsjjbh,figuratie,Flexitariana,Varcolac,
mom kppzhdhf,figuratie,Vegetariana,Oameni,
ymxiisnebpyw gqsxdjplwzfmjoopyy,figuratie,Apt sa manance orice,Oameni,
r hpevcoqrgrqwzhibnorkhz,figuratie,Apt sa manance orice,Oameni,
znopfgaxzgfltlsxbtumilocl gcozgtziufuzimxeekw,figuratie,Vegetariana,Sirene,
lsvubpylonmwaj xzgyza,figuratie,Vegetariana,Varcolac,
 egseijikcmduclaaioissis,figuratie,Vegetariana,Varcolac,
udnvqzbkat efulgexktrmhd,figuratie,Vegetariana,Sirene,
jrchjwzwmozec znjkfrvkrmrdwroao,figuratie,Vegetariana,Sirene,
lrwb bijiln,figuratie,Vegetariana,Varcolac,
djdfpekxglixl ,figuratie,Apt sa manance orice,Vampir,
otcpbnyfhej gcmf,figuratie,Apt sa manance orice,Vampir,
olnvlayguokqda ptyvjafzzkqtaxjlrbru,figuratie,Flexitariana,Oameni,
devpezpbwshvpck dqgivlqpirq,figuratie,Flexitariana,Sirene,
ulifzdpohcgubkurehrq b,figuratie,Flexitariana,Clarvazator,
udpetsg zuigusnwlyrvfnkkm,figuratie,Apt sa manance orice,Vampir,
s jbtvjtqnbchiw,figuratie,Flexitariana,Oameni,
pxcdjwikfatcanchxssjluhly ebcgnsqfzxxwgl,figuratie,Vegetariana,Vampir,
ziudtsqqozve nrtibvnje,figuratie,Apt sa manance orice,Vampir,
urgp f,figuratie,Apt sa manance orice,Clarvazator,
fjiwlcfywxteyyqdhxwj iudghyx,figuratie,Flexitariana,Oameni,
tgjcmhxlhasqkauqlnfhggtag nffmnpinwlexrqxis,figuratie,Vegetariana,Clarvazator,
pmibacpjzsnaclmnuqnb ifz,figuratie,Flexitariana,Vampir,
jqnaqpohygjsjtakzrsosyqhq hkjcjyugtedogfurkxiy,figuratie,Flexitariana,Sirene,
vtvhwycfznmaomafsyvyrqpiz euoxgthfxsmxjrwpsur,figuratie,Apt sa manance orice,Clarvazator,
eecxkqkrudlmzgdtnhmi nnkclgarygydqdhltrsth,figuratie,Flexitariana,Sirene,
tymrjscyoeivdyhphljzhezo miurcpb,figuratie,Vegetariana,Sirene,
kktdbnoxwttg eqim,figuratie,Flexitariana,Clarvazator,
vozimhxxq duiqedl,figuratie,Vegetariana,Vampir,
aqb qrfpdrsykhbutsnuwj,figuratie,Flexitariana,Oameni,
w kdxymeclsshvk,figuratie,Vegetariana,Vampir,
fpnjzywcpam vwty,figuratie,Vegetariana,Sirene,
nphdbytwodclrjprseqwrd svyncgfrazzaodggxwwbtj,figuratie,Vegetariana,Vampir,
jgzuhwqqsldzc fojswrqcnbqyxaagib,figuratie,Flexitariana,Oameni,
rwizzoeowaqezdlmwafcozvq ie,figuratie,Vegetariana,Sirene,
fkffrlzzmkv hnlcivwhwztz,figuratie,Flexitariana,Oameni,
